seqnames,start,end,width,strand,gene_name,gene_id,lsv_id,mean_dpsi_per_lsv_junction,probability_changing,probability_non_changing,control_mean_psi,tdp43kd002_mean_psi,lsv_type,num_junctions,num_exons,de_novo_junctions,lsv_junc,ir_start,ir_end,paste_into_igv_junction,junc_dist,strand_start,transcript_id_start,exon_name_start,exon_rank_start,gene_id_start,strand_end,transcript_id_end,exon_name_end,exon_rank_end,gene_id_end,gene_id_junc,junc_in_ref,junc_cat
chr1,2588625,2588954,330,+,PRXL2B,ENSG00000157870.17,ENSG00000157870.17:t:2588922-2589040,0.1369,0.6226,0.03147,0.2971,0.4734,"t|1e1.1o1|1e2.1o1|2e1.1o1|2e2.1o1|3e1.1o1",5,3,0,ENSG00000157870.17:t:2588922-2589040_2588625-2588954,,,chr1:2588625-2588954,329,+,ENST00000493183.5|ENST00000474659.5|ENST00000444521.6|ENST00000419916.8|ENST00000378424.9|ENST00000378427.6|ENST00000464043.5|ENST00000465233.6|ENST00000481683.5|ENST00000484099.5,ENSE00003591857.1|ENSE00003566896.1|ENSE00003497204.1|ENSE00003461304.1,5|4,ENSG00000157870.17,+,ENST00000474659.5|ENST00000378425.9|ENST00000378424.9|ENST00000378427.6|ENST00000484099.5,ENSE00003685599.1|ENSE00003722753.1|ENSE00003668471.1,6|5,ENSG00000157870.17,ENSG00000157870.17,TRUE,annotated
chr1,2588453,2588957,505,+,PRXL2B,ENSG00000157870.17,ENSG00000157870.17:t:2588922-2589040,0,1.319e-06,0.9992,0.0014,0.0026,"t|1e1.1o1|1e2.1o1|2e1.1o1|2e2.1o1|3e1.1o1",5,3,0,ENSG00000157870.17:t:2588922-2589040_2588453-2588957,,,chr1:2588453-2588957,504,+,ENST00000493183.5|ENST00000474659.5|ENST00000378425.9|ENST00000444521.6|ENST00000419916.8|ENST00000378424.9|ENST00000537325.6|ENST00000378427.6|ENST00000464043.5|ENST00000465233.6|ENST00000498083.2|ENST00000481683.5|ENST00000484099.5,ENSE00003549510.1|ENSE00003630848.1|ENSE00003041712.1,4|3,ENSG00000157870.17,+,ENST00000537325.6,ENSE00001778299.1,5,ENSG00000157870.17,ENSG00000157870.17,TRUE,annotated
chr11,71796166,71799561,3396,+,FAM86C1P,ENSG00000158483.17,ENSG00000158483.17:s:71796017-71797080,0.0818,0.3925,0.0967,0.7548,0.8596,"s|1e1.1o1|2e1.1o1|3e1.1o1",3,2,0,ENSG00000158483.17:s:71796017-71797080_71796166-71799561,,,chr11:71796166-71799561,3395,+,ENST00000346333.10|ENST00000510443.5|ENST00000359244.9|ENST00000426628.6|ENST00000675931.1,ENSE00003665299.1,3|4|7,ENSG00000158483.17,+,ENST00000346333.10|ENST00000510443.5|ENST00000359244.9|ENST00000426628.6|ENST00000675931.1|ENST00000528685.1,ENSE00002075532.1|ENSE00002071599.1|ENSE00002075873.2|ENSE00001760262.2|ENSE00003903180.1|ENSE00001806321.1,4|5|8,ENSG00000158483.17,ENSG00000158483.17,TRUE,annotated
chr11,71796308,71799561,3254,+,FAM86C1P,ENSG00000158483.17,ENSG00000158483.17:s:71796017-71797080,0.0019,0.0004623,0.9176,0.0033,0.0243,"s|1e1.1o1|2e1.1o1|3e1.1o1",3,2,0,ENSG00000158483.17:s:71796017-71797080_71796308-71799561,,,chr11:71796308-71799561,3253,+,ENST00000528685.1,ENSE00002187163.1,3,ENSG00000158483.17,+,ENST00000346333.10|ENST00000510443.5|ENST00000359244.9|ENST00000426628.6|ENST00000675931.1|ENST00000528685.1,ENSE00002075532.1|ENSE00002071599.1|ENSE00002075873.2|ENSE00001760262.2|ENSE00003903180.1|ENSE00001806321.1,4|5|8,ENSG00000158483.17,ENSG00000158483.17,TRUE,annotated
chr11,71797080,71799561,2482,+,FAM86C1P,ENSG00000158483.17,ENSG00000158483.17:s:71796017-71797080,-0.1062,0.5205,0.05863,0.2417,0.1114,"s|1e1.1o1|2e1.1o1|3e1.1o1",3,2,1,ENSG00000158483.17:s:71796017-71797080_71797080-71799561,,,chr11:71797080-71799561,2481,,,,,,+,ENST00000346333.10|ENST00000510443.5|ENST00000359244.9|ENST00000426628.6|ENST00000675931.1|ENST00000528685.1,ENSE00002075532.1|ENSE00002071599.1|ENSE00002075873.2|ENSE00001760262.2|ENSE00003903180.1|ENSE00001806321.1,4|5|8,ENSG00000158483.17,ENSG00000158483.17,FALSE,novel_donor
chr7,95286325,95287110,786,+,PPP1R9A,ENSG00000158528.12,ENSG00000158528.12:s:95286206-95286325,0.1009,0.4997,0.0647,0.4666,0.5979,"s|1e1.1o1|1e2.1o1|1e3.1o1",3,4,0,ENSG00000158528.12:s:95286206-95286325_95286325-95287110,,,chr7:95286325-95287110,785,+,ENST00000433360.6|ENST00000340694.8|ENST00000424654.5|ENST00000433881.5|ENST00000456331.6|ENST00000289495.7,ENSE00001039417.1,18|13|17|16,ENSG00000158528.12,+,ENST00000340694.8|ENST00000433881.5,ENSE00001039430.1,14,ENSG00000158528.12,ENSG00000158528.12,TRUE,annotated
chr7,95286325,95288536,2212,+,PPP1R9A,ENSG00000158528.12,ENSG00000158528.12:s:95286206-95286325,-0.0957,0.4672,0.07314,0.5202,0.3934,"s|1e1.1o1|1e2.1o1|1e3.1o1",3,4,0,ENSG00000158528.12:s:95286206-95286325_95286325-95288536,,,chr7:95286325-95288536,2211,+,ENST00000433360.6|ENST00000340694.8|ENST00000424654.5|ENST00000433881.5|ENST00000456331.6|ENST00000289495.7,ENSE00001039417.1,18|13|17|16,ENSG00000158528.12,+,ENST00000433360.6|ENST00000340694.8|ENST00000433881.5|ENST00000289495.7,ENSE00001039439.1,19|15|17,ENSG00000158528.12,ENSG00000158528.12,TRUE,annotated
chr7,95286325,95290091,3767,+,PPP1R9A,ENSG00000158528.12,ENSG00000158528.12:s:95286206-95286325,-1e-04,5.802e-06,0.9869,0.0102,0.0088,"s|1e1.1o1|1e2.1o1|1e3.1o1",3,4,0,ENSG00000158528.12:s:95286206-95286325_95286325-95290091,,,chr7:95286325-95290091,3766,+,ENST00000433360.6|ENST00000340694.8|ENST00000424654.5|ENST00000433881.5|ENST00000456331.6|ENST00000289495.7,ENSE00001039417.1,18|13|17|16,ENSG00000158528.12,+,ENST00000433360.6|ENST00000340694.8|ENST00000424654.5|ENST00000433881.5|ENST00000456331.6|ENST00000289495.7,ENSE00001734342.2|ENSE00001390261.2|ENSE00001427278.2|ENSE00001748981.1|ENSE00001604291.2|ENSE00003760918.1,20|16|18|17,ENSG00000158528.12,ENSG00000158528.12,TRUE,annotated
chr7,95286325,95288536,2212,+,PPP1R9A,ENSG00000158528.12,ENSG00000158528.12:t:95288536-95288718,-0.1007,0.4899,0.06588,0.5197,0.3854,"t|1e1.1o1|1e2.1o1",2,3,0,ENSG00000158528.12:t:95288536-95288718_95286325-95288536,,,chr7:95286325-95288536,2211,+,ENST00000433360.6|ENST00000340694.8|ENST00000424654.5|ENST00000433881.5|ENST00000456331.6|ENST00000289495.7,ENSE00001039417.1,18|13|17|16,ENSG00000158528.12,+,ENST00000433360.6|ENST00000340694.8|ENST00000433881.5|ENST00000289495.7,ENSE00001039439.1,19|15|17,ENSG00000158528.12,ENSG00000158528.12,TRUE,annotated
chr7,95287133,95288536,1404,+,PPP1R9A,ENSG00000158528.12,ENSG00000158528.12:t:95288536-95288718,0.1007,0.4899,0.06588,0.4803,0.6146,"t|1e1.1o1|1e2.1o1",2,3,0,ENSG00000158528.12:t:95288536-95288718_95287133-95288536,,,chr7:95287133-95288536,1403,+,ENST00000340694.8|ENST00000433881.5,ENSE00001039430.1,14,ENSG00000158528.12,+,ENST00000433360.6|ENST00000340694.8|ENST00000433881.5|ENST00000289495.7,ENSE00001039439.1,19|15|17,ENSG00000158528.12,ENSG00000158528.12,TRUE,annotated
chr7,95813337,95818499,5163,+,DYNC1I1,ENSG00000158560.14,ENSG00000158560.14:s:95813196-95813337,-0.0612,0.272,0.1755,0.1917,0.1012,"s|1e1.1o1|1e2.1o1|1e3.1o1",3,4,0,ENSG00000158560.14:s:95813196-95813337_95813337-95818499,,,chr7:95813337-95818499,5162,+,ENST00000537881.5|ENST00000447467.6|ENST00000324972.10|ENST00000630942.2|ENST00000437599.5|ENST00000359388.8|ENST00000413338.5|ENST00000518089.5|ENST00000457059.2,ENSE00003726841.1|ENSE00003752504.1|ENSE00000977225.1,4,ENSG00000158560.14,+,ENST00000413338.5,ENSE00001614551.1,5,ENSG00000158560.14,ENSG00000158560.14,TRUE,annotated
chr7,95813337,95828057,14721,+,DYNC1I1,ENSG00000158560.14,ENSG00000158560.14:s:95813196-95813337,0.1054,0.5469,0.06004,0.6823,0.8091,"s|1e1.1o1|1e2.1o1|1e3.1o1",3,4,0,ENSG00000158560.14:s:95813196-95813337_95813337-95828057,,,chr7:95813337-95828057,14720,+,ENST00000537881.5|ENST00000447467.6|ENST00000324972.10|ENST00000630942.2|ENST00000437599.5|ENST00000359388.8|ENST00000413338.5|ENST00000518089.5|ENST00000457059.2,ENSE00003726841.1|ENSE00003752504.1|ENSE00000977225.1,4,ENSG00000158560.14,+,ENST00000537881.5|ENST00000447467.6|ENST00000324972.10|ENST00000518089.5|ENST00000457059.2,ENSE00000977226.1|ENSE00002107848.1,5,ENSG00000158560.14,ENSG00000158560.14,TRUE,annotated
chr7,95813337,95869883,56547,+,DYNC1I1,ENSG00000158560.14,ENSG00000158560.14:s:95813196-95813337,-0.0288,0.08055,0.3924,0.1262,0.0877,"s|1e1.1o1|1e2.1o1|1e3.1o1",3,4,0,ENSG00000158560.14:s:95813196-95813337_95813337-95869883,,,chr7:95813337-95869883,56546,+,ENST00000537881.5|ENST00000447467.6|ENST00000324972.10|ENST00000630942.2|ENST00000437599.5|ENST00000359388.8|ENST00000413338.5|ENST00000518089.5|ENST00000457059.2,ENSE00003726841.1|ENSE00003752504.1|ENSE00000977225.1,4,ENSG00000158560.14,+,ENST00000537881.5|ENST00000447467.6|ENST00000324972.10|ENST00000630942.2|ENST00000437599.5|ENST00000359388.8|ENST00000457059.2|ENST00000519371.1,ENSE00003670965.1|ENSE00003507002.1,6|5|2,ENSG00000158560.14,ENSG00000158560.14,TRUE,annotated
chr21,36948287,36962036,13750,-,HLCS,ENSG00000159267.17,ENSG00000159267.17:s:36962036-36962170,-0.015,0.03244,0.5345,0.0932,0.0664,"s|1e1.1o1|1e2.1o1|1e3.1o1",3,4,0,ENSG00000159267.17:s:36962036-36962170_36948287-36962036,,,chr21:36948287-36962036,13749,-,ENST00000399120.5|ENST00000427746.1,ENSE00001536490.1|ENSE00002506497.1,3,ENSG00000159267.17,-,ENST00000674895.3|ENST00000612277.4|ENST00000336648.8|ENST00000399120.5|ENST00000675307.1|ENST00000675057.1|ENST00000448340.5|ENST00000427746.1,ENSE00003920595.1|ENSE00001282167.4,2,ENSG00000159267.17,ENSG00000159267.17,TRUE,annotated
chr21,36946154,36962036,15883,-,HLCS,ENSG00000159267.17,ENSG00000159267.17:s:36962036-36962170,0.119,0.6143,0.04301,0.1265,0.2666,"s|1e1.1o1|1e2.1o1|1e3.1o1",3,4,0,ENSG00000159267.17:s:36962036-36962170_36946154-36962036,,,chr21:36946154-36962036,15882,-,ENST00000612277.4|ENST00000336648.8,ENSE00001402516.1,3,ENSG00000159267.17,-,ENST00000674895.3|ENST00000612277.4|ENST00000336648.8|ENST00000399120.5|ENST00000675307.1|ENST00000675057.1|ENST00000448340.5|ENST00000427746.1,ENSE00003920595.1|ENSE00001282167.4,2,ENSG00000159267.17,ENSG00000159267.17,TRUE,annotated
chr21,36938994,36962036,23043,-,HLCS,ENSG00000159267.17,ENSG00000159267.17:s:36962036-36962170,-0.081,0.3998,0.1036,0.7855,0.6709,"s|1e1.1o1|1e2.1o1|1e3.1o1",3,4,0,ENSG00000159267.17:s:36962036-36962170_36938994-36962036,,,chr21:36938994-36962036,23042,-,ENST00000674895.3|ENST00000612277.4|ENST00000336648.8|ENST00000399120.5|ENST00000675307.1|ENST00000675057.1|ENST00000448340.5|ENST00000427746.1,ENSE00003917719.1|ENSE00001282204.4,3|4,ENSG00000159267.17,-,ENST00000674895.3|ENST00000612277.4|ENST00000336648.8|ENST00000399120.5|ENST00000675307.1|ENST00000675057.1|ENST00000448340.5|ENST00000427746.1,ENSE00003920595.1|ENSE00001282167.4,2,ENSG00000159267.17,ENSG00000159267.17,TRUE,annotated
chr1,151707294,151707507,214,-,CELF3,ENSG00000159409.15,ENSG00000159409.15:s:151707507-151707648,0.1476,0.702,0.02389,0.3415,0.5119,"s|1e1.1o1|1e2.1o1",2,3,0,ENSG00000159409.15:s:151707507-151707648_151707294-151707507,,,chr1:151707294-151707507,213,-,ENST00000290583.9|ENST00000420342.1,ENSE00001148654.1,8|9,ENSG00000159409.15,-,ENST00000290583.9|ENST00000290585.8|ENST00000420342.1|ENST00000419910.6,ENSE00003530989.1|ENSE00003622167.1,7|8|4,ENSG00000159409.15,ENSG00000159409.15,TRUE,annotated
chr1,151706734,151707507,774,-,CELF3,ENSG00000159409.15,ENSG00000159409.15:s:151707507-151707648,-0.1476,0.702,0.02389,0.6585,0.4881,"s|1e1.1o1|1e2.1o1",2,3,0,ENSG00000159409.15:s:151707507-151707648_151706734-151707507,,,chr1:151706734-151707507,773,-,ENST00000290583.9|ENST00000290585.8|ENST00000470688.5|ENST00000420342.1,ENSE00003541137.1|ENSE00003667672.1,9|8|6|10,ENSG00000159409.15,-,ENST00000290583.9|ENST00000290585.8|ENST00000420342.1|ENST00000419910.6,ENSE00003530989.1|ENSE00003622167.1,7|8|4,ENSG00000159409.15,ENSG00000159409.15,TRUE,annotated
chr12,122940995,122944391,3397,-,ABCB9,ENSG00000150967.18,ENSG00000150967.18:s:122944391-122944519,0.106,0.5394,0.05806,0.8319,0.9681,"s|1e1.1o1|1e2.1o1",2,3,0,ENSG00000150967.18:s:122944391-122944519_122940995-122944391,,,chr12:122940995-122944391,3396,-,ENST00000344275.11|ENST00000442833.6|ENST00000280560.13|ENST00000346530.9|ENST00000392439.7|ENST00000442028.6|ENST00000542678.5|ENST00000542448.5|ENST00000538895.5|ENST00000541983.1|ENST00000545373.1|ENST00000540971.5,ENSE00003595346.1|ENSE00003608596.1|ENSE00002260163.1,8|7|3|2|4,ENSG00000150967.18,-,ENST00000344275.11|ENST00000442833.6|ENST00000280560.13|ENST00000540285.5|ENST00000392439.7|ENST00000442028.6|ENST00000542678.5|ENST00000546289.5|ENST00000426173.6|ENST00000537276.5|ENST00000542448.5|ENST00000538895.5|ENST00000541983.1|ENST00000545373.1|ENST00000540971.5|ENST00000536976.5,ENSE00003789807.1|ENSE00002314868.1|ENSE00003522769.1|ENSE00002284134.1,7|1|6|2|3|5,ENSG00000150967.18,ENSG00000150967.18,TRUE,annotated
chr12,122940284,122944391,4108,-,ABCB9,ENSG00000150967.18,ENSG00000150967.18:s:122944391-122944519,-0.106,0.5394,0.05806,0.1681,0.0319,"s|1e1.1o1|1e2.1o1",2,3,0,ENSG00000150967.18:s:122944391-122944519_122940284-122944391,,,chr12:122940284-122944391,4107,-,ENST00000344275.11|ENST00000442833.6|ENST00000280560.13|ENST00000540285.5|ENST00000346530.9|ENST00000392439.7|ENST00000442028.6|ENST00000542678.5|ENST00000546289.5|ENST00000426173.6|ENST00000537276.5|ENST00000542448.5|ENST00000538895.5|ENST00000541983.1|ENST00000545373.1,ENSE00003589949.1|ENSE00003573100.1|ENSE00002285726.1|ENSE00002322260.1|ENSE00002212275.1,9|8|2|7|4|3,ENSG00000150967.18,-,ENST00000344275.11|ENST00000442833.6|ENST00000280560.13|ENST00000540285.5|ENST00000392439.7|ENST00000442028.6|ENST00000542678.5|ENST00000546289.5|ENST00000426173.6|ENST00000537276.5|ENST00000542448.5|ENST00000538895.5|ENST00000541983.1|ENST00000545373.1|ENST00000540971.5|ENST00000536976.5,ENSE00003789807.1|ENSE00002314868.1|ENSE00003522769.1|ENSE00002284134.1,7|1|6|2|3|5,ENSG00000150967.18,ENSG00000150967.18,TRUE,annotated
chr12,122940284,122944391,4108,-,ABCB9,ENSG00000150967.18,ENSG00000150967.18:t:122939449-122940284,-0.2621,0.9398,0.001774,0.3149,0.0333,"t|1e1.1o1|1e2.1o1",2,3,0,ENSG00000150967.18:t:122939449-122940284_122940284-122944391,,,chr12:122940284-122944391,4107,-,ENST00000344275.11|ENST00000442833.6|ENST00000280560.13|ENST00000540285.5|ENST00000346530.9|ENST00000392439.7|ENST00000442028.6|ENST00000542678.5|ENST00000546289.5|ENST00000426173.6|ENST00000537276.5|ENST00000542448.5|ENST00000538895.5|ENST00000541983.1|ENST00000545373.1,ENSE00003589949.1|ENSE00003573100.1|ENSE00002285726.1|ENSE00002322260.1|ENSE00002212275.1,9|8|2|7|4|3,ENSG00000150967.18,-,ENST00000344275.11|ENST00000442833.6|ENST00000280560.13|ENST00000540285.5|ENST00000392439.7|ENST00000442028.6|ENST00000542678.5|ENST00000546289.5|ENST00000426173.6|ENST00000537276.5|ENST00000542448.5|ENST00000538895.5|ENST00000541983.1|ENST00000545373.1|ENST00000540971.5|ENST00000536976.5,ENSE00003789807.1|ENSE00002314868.1|ENSE00003522769.1|ENSE00002284134.1,7|1|6|2|3|5,ENSG00000150967.18,ENSG00000150967.18,TRUE,annotated
chr12,122940284,122940807,524,-,ABCB9,ENSG00000150967.18,ENSG00000150967.18:t:122939449-122940284,0.2621,0.9398,0.001774,0.6851,0.9667,"t|1e1.1o1|1e2.1o1",2,3,0,ENSG00000150967.18:t:122939449-122940284_122940284-122940807,,,chr12:122940284-122940807,523,-,ENST00000344275.11|ENST00000442833.6|ENST00000280560.13|ENST00000540285.5|ENST00000346530.9|ENST00000392439.7|ENST00000442028.6|ENST00000542678.5|ENST00000546289.5|ENST00000426173.6|ENST00000537276.5|ENST00000542448.5|ENST00000538895.5|ENST00000541983.1|ENST00000545373.1,ENSE00003589949.1|ENSE00003573100.1|ENSE00002285726.1|ENSE00002322260.1|ENSE00002212275.1,9|8|2|7|4|3,ENSG00000150967.18,-,ENST00000344275.11|ENST00000442833.6|ENST00000280560.13|ENST00000346530.9|ENST00000392439.7|ENST00000442028.6|ENST00000542678.5|ENST00000542448.5|ENST00000538895.5|ENST00000541983.1|ENST00000545373.1,ENSE00003595346.1|ENSE00003608596.1,8|7|3|2,ENSG00000150967.18,ENSG00000150967.18,TRUE,annotated
chr4,139043891,139045562,1672,+,NOCT,ENSG00000151014.6,ENSG00000151014.6:t:139045562-139045939,0,6.404e-21,1,9e-04,0.001,"t|1e2.2o2|2e1.1o1|i",3,3,0,ENSG00000151014.6:t:139045562-139045939_139043891-139045562,139045106,139045561,chr4:139043891-139045562,1671,+,ENST00000630479.1,ENSE00003768774.1,2,ENSG00000151014.6,+,ENST00000630479.1,ENSE00003767532.1,3,ENSG00000151014.6,ENSG00000151014.6,TRUE,annotated
chr4,139031381,139045749,14369,+,NOCT,ENSG00000151014.6,ENSG00000151014.6:t:139045562-139045939,0.1017,0.5207,0.06493,0.0736,0.1804,"t|1e2.2o2|2e1.1o1|i",3,3,1,ENSG00000151014.6:t:139045562-139045939_139031381-139045749,,,chr4:139031381-139045749,14368,,,,,,,,,,,,FALSE,none
chr4,139045106,139045561,456,+,NOCT,ENSG00000151014.6,ENSG00000151014.6:t:139045562-139045939,-0.1018,0.5221,0.06423,0.9254,0.8186,"t|1e2.2o2|2e1.1o1|i",3,3,0,ENSG00000151014.6:t:139045562-139045939_139045106-139045561,,,chr4:139045106-139045561,455,,,,,,,,,,,,FALSE,none
chr4,145763122,145764988,1867,-,ZNF827,ENSG00000151612.18,ENSG00000151612.18:t:145763090-145763222,0.1725,0.7332,0.01629,0.5947,0.8153,"t|1e1.1o3|1e1.2o3|1e1.3o3|1e2.1o1|2e1.1o3",5,3,0,ENSG00000151612.18:t:145763090-145763222_145763122-145764988,,,chr4:145763122-145764988,1866,-,ENST00000508784.6|ENST00000673178.1|ENST00000672795.1|ENST00000672161.1|ENST00000513320.5|ENST00000379448.9|ENST00000671990.1,ENSE00003515320.1|ENSE00003655155.1,14|12|15|8|13|10,ENSG00000151612.18,-,ENST00000655597.2|ENST00000508784.6|ENST00000503462.3|ENST00000673452.1|ENST00000513320.5|ENST00000672532.1|ENST00000671990.1|ENST00000652097.1,ENSE00001481068.1|ENSE00003889049.1,12|13|10|14|9,ENSG00000151612.18,ENSG00000151612.18,TRUE,annotated
chr4,145763122,145764979,1858,-,ZNF827,ENSG00000151612.18,ENSG00000151612.18:t:145763090-145763222,-0.1843,0.834,0.008877,0.2564,0.0524,"t|1e1.1o3|1e1.2o3|1e1.3o3|1e2.1o1|2e1.1o3",5,3,0,ENSG00000151612.18:t:145763090-145763222_145763122-145764979,,,chr4:145763122-145764979,1857,-,ENST00000508784.6|ENST00000673178.1|ENST00000672795.1|ENST00000672161.1|ENST00000513320.5|ENST00000379448.9|ENST00000671990.1,ENSE00003515320.1|ENSE00003655155.1,14|12|15|8|13|10,ENSG00000151612.18,-,ENST00000379448.9|ENST00000511659.2,ENSE00001135142.4,13|12,ENSG00000151612.18,ENSG00000151612.18,TRUE,annotated
chr4,145763122,145764975,1854,-,ZNF827,ENSG00000151612.18,ENSG00000151612.18:t:145763090-145763222,-0.0154,0.06814,0.4304,0.1138,0.0816,"t|1e1.1o3|1e1.2o3|1e1.3o3|1e2.1o1|2e1.1o3",5,3,0,ENSG00000151612.18:t:145763090-145763222_145763122-145764975,,,chr4:145763122-145764975,1853,-,ENST00000508784.6|ENST00000673178.1|ENST00000672795.1|ENST00000672161.1|ENST00000513320.5|ENST00000379448.9|ENST00000671990.1,ENSE00003515320.1|ENSE00003655155.1,14|12|15|8|13|10,ENSG00000151612.18,-,ENST00000673178.1|ENST00000672795.1|ENST00000672161.1|ENST00000656985.1,ENSE00002078730.2|ENSE00003894723.1,10|14|7|13,ENSG00000151612.18,ENSG00000151612.18,TRUE,annotated
chr4,145763122,145763402,281,-,ZNF827,ENSG00000151612.18,ENSG00000151612.18:t:145763090-145763222,0.0053,0.003549,0.8017,0.0031,0.0386,"t|1e1.1o3|1e1.2o3|1e1.3o3|1e2.1o1|2e1.1o3",5,3,0,ENSG00000151612.18:t:145763090-145763222_145763122-145763402,,,chr4:145763122-145763402,280,-,ENST00000508784.6|ENST00000673178.1|ENST00000672795.1|ENST00000672161.1|ENST00000513320.5|ENST00000379448.9|ENST00000671990.1,ENSE00003515320.1|ENSE00003655155.1,14|12|15|8|13|10,ENSG00000151612.18,-,ENST00000655597.2|ENST00000673178.1,ENSE00003874325.1|ENSE00003893818.1,13|11,ENSG00000151612.18,ENSG00000151612.18,TRUE,annotated
chr4,145763117,145764988,1872,-,ZNF827,ENSG00000151612.18,ENSG00000151612.18:t:145763090-145763222,-0.0019,0.003627,0.8478,0.02,0.0145,"t|1e1.1o3|1e1.2o3|1e1.3o3|1e2.1o1|2e1.1o3",5,3,0,ENSG00000151612.18:t:145763090-145763222_145763117-145764988,,,chr4:145763117-145764988,1871,-,ENST00000652097.1,ENSE00003846224.1,14,ENSG00000151612.18,-,ENST00000655597.2|ENST00000508784.6|ENST00000503462.3|ENST00000673452.1|ENST00000513320.5|ENST00000672532.1|ENST00000671990.1|ENST00000652097.1,ENSE00001481068.1|ENSE00003889049.1,12|13|10|14|9,ENSG00000151612.18,ENSG00000151612.18,TRUE,annotated
chr6,56463156,56463565,410,-,DST,ENSG00000151914.21,ENSG00000151914.21:s:56463565-56464316,0.115,0.6281,0.03577,0.5549,0.6793,"s|1e1.1o1|1e2.1o1",2,3,0,ENSG00000151914.21:s:56463565-56464316_56463156-56463565,,,chr6:56463156-56463565,409,-,ENST00000244364.10|ENST00000421834.6|ENST00000312431.10|ENST00000680361.1|ENST00000651289.1|ENST00000466429.5|ENST00000482156.5|ENST00000523597.1,ENSE00003470427.1|ENSE00003528427.1,82|92|93|102|11|2|3|4,ENSG00000151914.21,-,ENST00000244364.10|ENST00000421834.6|ENST00000312431.10|ENST00000370788.6|ENST00000680361.1|ENST00000651941.1|ENST00000651790.1|ENST00000651289.1|ENST00000523292.5|ENST00000651457.1|ENST00000466429.5|ENST00000482156.5|ENST00000340834.10|ENST00000361203.7|ENST00000523597.1,ENSE00003468037.1|ENSE00003847850.1|ENSE00003484088.1|ENSE00001918954.1,81|91|92|101|7|25|10|3|5|1|2|41|96,ENSG00000151914.21,ENSG00000151914.21,TRUE,annotated
chr6,56460254,56463565,3312,-,DST,ENSG00000151914.21,ENSG00000151914.21:s:56463565-56464316,-0.115,0.6281,0.03577,0.4451,0.3207,"s|1e1.1o1|1e2.1o1",2,3,0,ENSG00000151914.21:s:56463565-56464316_56460254-56463565,,,chr6:56460254-56463565,3311,-,ENST00000244364.10|ENST00000421834.6|ENST00000312431.10|ENST00000370788.6|ENST00000680361.1|ENST00000651941.1|ENST00000651790.1|ENST00000651289.1|ENST00000523292.5|ENST00000651457.1|ENST00000466429.5|ENST00000482156.5|ENST00000340834.10|ENST00000361203.7|ENST00000523597.1,ENSE00003633741.1|ENSE00003622315.1,83|93|94|92|103|8|26|12|4|6|3|42|97|5,ENSG00000151914.21,-,ENST00000244364.10|ENST00000421834.6|ENST00000312431.10|ENST00000370788.6|ENST00000680361.1|ENST00000651941.1|ENST00000651790.1|ENST00000651289.1|ENST00000523292.5|ENST00000651457.1|ENST00000466429.5|ENST00000482156.5|ENST00000340834.10|ENST00000361203.7|ENST00000523597.1,ENSE00003468037.1|ENSE00003847850.1|ENSE00003484088.1|ENSE00001918954.1,81|91|92|101|7|25|10|3|5|1|2|41|96,ENSG00000151914.21,ENSG00000151914.21,TRUE,annotated
chr6,56529774,56529974,201,-,DST,ENSG00000151914.21,ENSG00000151914.21:s:56529974-56530133,0.1487,0.8832,0.003273,0.5306,0.6795,"s|1e1.1o1|1e2.1o1",2,3,0,ENSG00000151914.21:s:56529974-56530133_56529774-56529974,,,chr6:56529774-56529974,200,-,ENST00000244364.10|ENST00000421834.6|ENST00000312431.10|ENST00000680361.1|ENST00000340834.10,ENSE00003657636.1,47|57|58|66|6,ENSG00000151914.21,-,ENST00000244364.10|ENST00000421834.6|ENST00000312431.10|ENST00000370788.6|ENST00000680361.1|ENST00000340834.10|ENST00000361203.7,ENSE00003671680.1,46|56|57|65|5|61,ENSG00000151914.21,ENSG00000151914.21,TRUE,annotated
chr6,56528925,56529974,1050,-,DST,ENSG00000151914.21,ENSG00000151914.21:s:56529974-56530133,-0.1487,0.8832,0.003273,0.4694,0.3205,"s|1e1.1o1|1e2.1o1",2,3,0,ENSG00000151914.21:s:56529974-56530133_56528925-56529974,,,chr6:56528925-56529974,1049,-,ENST00000244364.10|ENST00000421834.6|ENST00000312431.10|ENST00000370788.6|ENST00000680361.1|ENST00000340834.10|ENST00000361203.7,ENSE00003645466.1,48|58|59|57|67|7|62,ENSG00000151914.21,-,ENST00000244364.10|ENST00000421834.6|ENST00000312431.10|ENST00000370788.6|ENST00000680361.1|ENST00000340834.10|ENST00000361203.7,ENSE00003671680.1,46|56|57|65|5|61,ENSG00000151914.21,ENSG00000151914.21,TRUE,annotated
